Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
Buzz! Master Quiz,PlayStation,Misc,2008,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,2000
Buzz! Quiz TV,PlayStation,Misc,2008,Sony Computer Entertainment,0.28,0.48,0.0,0.14,0.9,2000
Buzz! Quiz World,PlayStation,Misc,2009,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93,2000
Buzz! The BIG Quiz,PlayStation,Misc,2006,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,2000
Buzz! The Hollywood Quiz,PlayStation,Misc,2007,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,2000
Buzz! The Mega Quiz,PlayStation,Misc,2007,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,2000
Buzz! The Music Quiz,PlayStation,Misc,2005,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,2000
Buzz! The Schools Quiz,PlayStation,Misc,2008,Sony Computer Entertainment,0.0,0.02,0.0,0.19,0.2,2000
Buzz! The Ultimate Music Quiz,PlayStation,Misc,2010,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.34,2010
C.O.P.: The Recruit,Nintendo,Action,2009,Ubisoft,0.05,0.02,0.0,0.01,0.08,2000
C.O.R.E.,Nintendo,Shooter,2009,Graffiti,0.03,0.0,0.0,0.0,0.04,2000
C: The Contra Adventure,PlayStation,Shooter,1998,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,1990
CID The Dummy,PlayStation,Platform,2009,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,2000
CID The Dummy,Nintendo,Platform,2009,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,2000
CIMA: The Enemy,Nintendo,Role-Playing,2003,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,2000
CMT Presents: Karaoke Revolution Country,PlayStation,Misc,2006,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,2000
CSI: 3 Dimensions of Murder,PlayStation,Adventure,2007,Ubisoft,0.07,0.06,0.0,0.02,0.14,2000
CSI: Crime Scene Investigation,Xbox,Adventure,2004,Ubisoft,0.09,0.03,0.0,0.0,0.12,2000
CSI: Dark Motives,Nintendo,Adventure,2007,Ubisoft,0.05,0.01,0.0,0.01,0.07,2000
CSI: Deadly Intent,Nintendo,Adventure,2009,Ubisoft,0.13,0.13,0.0,0.03,0.29,2000
CSI: Deadly Intent,Xbox,Adventure,2009,Ubisoft,0.1,0.08,0.0,0.02,0.21,2000
CSI: Deadly Intent - The Hidden Cases,Nintendo,Adventure,2009,Ubisoft,0.16,0.16,0.0,0.04,0.35,2000
CSI: Fatal Conspiracy,PC,Adventure,2010,Ubisoft,0.0,0.03,0.0,0.01,0.04,2010
CSI: Fatal Conspiracy,PlayStation,Adventure,2010,Ubisoft,0.11,0.05,0.0,0.02,0.19,2010
CSI: Fatal Conspiracy,Nintendo,Adventure,2010,Ubisoft,0.12,0.08,0.0,0.02,0.22,2010
CSI: Fatal Conspiracy,Xbox,Adventure,2010,Ubisoft,0.11,0.04,0.0,0.01,0.17,2010
CSI: Hard Evidence,Nintendo,Adventure,2008,Ubisoft,0.36,0.43,0.0,0.1,0.89,2000
CSI: Hard Evidence,Xbox,Adventure,2007,Ubisoft,0.07,0.02,0.0,0.01,0.1,2000
CSI: Unsolved!,Nintendo,Adventure,2010,Ubisoft,0.13,0.06,0.0,0.02,0.2,2010
CT Special Forces,Nintendo,Action,2002,LSP Games,0.02,0.01,0.0,0.0,0.03,2000
CT Special Forces 2: Back in the Trenches,Nintendo,Shooter,2003,LSP Games,0.01,0.0,0.0,0.0,0.01,2000
CV Casting Voice,PlayStation,Adventure,2014,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2010
Cabbage Patch Kids: The Patch Puppy Rescue,Nintendo,Misc,2007,D3Publisher,0.01,0.0,0.0,0.0,0.02,2000
Cabela's Adventure Camp,PlayStation,Misc,2011,Activision,0.06,0.03,0.0,0.02,0.11,2010
Cabela's Adventure Camp,Nintendo,Misc,2011,Activision,0.15,0.02,0.0,0.01,0.18,2010
Cabela's Adventure Camp,Xbox,Misc,2011,Activision,0.07,0.02,0.0,0.01,0.1,2010
Cabela's African Safari,PlayStation,Sports,2006,Activision Value,0.04,0.0,0.0,0.0,0.05,2000
Cabela's African Safari,Xbox,Sports,2006,Activision Value,0.13,0.0,0.0,0.01,0.14,2000
Cabela's Alaskan Adventure,Xbox,Sports,2006,Activision,0.12,0.0,0.0,0.01,0.13,2000
Cabela's Big Game Hunter,Nintendo,Sports,2002,Activision Value,0.07,0.02,0.0,0.0,0.09,2000
Cabela's Big Game Hunter,PlayStation,Sports,2002,Activision,0.7,0.54,0.0,0.18,1.42,2000
Cabela's Big Game Hunter (2008),PlayStation,Sports,2007,Activision Value,0.1,0.08,0.0,0.03,0.2,2000
Cabela's Big Game Hunter (2008),Nintendo,Sports,2007,Activision,0.58,0.0,0.0,0.05,0.63,2000
Cabela's Big Game Hunter (2008),Xbox,Sports,2007,Activision Value,0.06,0.0,0.0,0.0,0.06,2000
Cabela's Big Game Hunter 2005 Adventures,Nintendo,Sports,2004,Activision,0.04,0.01,0.0,0.0,0.06,2000
Cabela's Big Game Hunter 2005 Adventures,Nintendo,Sports,2004,Activision,0.05,0.01,0.0,0.0,0.07,2000
Cabela's Big Game Hunter 2005 Adventures,PlayStation,Sports,2004,Activision,0.28,0.21,0.0,0.07,0.56,2000
Cabela's Big Game Hunter 2005 Adventures,Xbox,Sports,2004,Activision,0.13,0.04,0.0,0.01,0.18,2000
Cabela's Big Game Hunter 2010,PlayStation,Sports,2009,Activision Value,0.37,0.0,0.0,0.03,0.4,2000
Cabela's Big Game Hunter 2010,Nintendo,Sports,2009,Activision Value,1.58,0.0,0.0,0.12,1.7,2000
Cabela's Big Game Hunter 2010,Xbox,Sports,2009,Activision Value,0.25,0.0,0.0,0.02,0.27,2000
Cabela's Big Game Hunter 2012,PlayStation,Sports,2011,Activision,0.17,0.03,0.0,0.03,0.23,2010
Cabela's Big Game Hunter 2012,Nintendo,Sports,2011,Activision,0.34,0.02,0.0,0.02,0.38,2010
Cabela's Big Game Hunter 2012,Xbox,Sports,2011,Activision,0.24,0.02,0.0,0.02,0.28,2010
Cabela's Big Game Hunter: Hunting Party,Xbox,Sports,2011,Activision,0.16,0.0,0.0,0.01,0.17,2010
Cabela's Big Game Hunter: Pro Hunts,PlayStation,Shooter,2014,Activision,0.03,0.0,0.0,0.0,0.03,2010
Cabela's Big Game Hunter: Pro Hunts,Nintendo,Shooter,2014,Activision,0.02,0.0,0.0,0.0,0.02,2010
Cabela's Big Game Hunter: Pro Hunts,Xbox,Shooter,2014,Activision,0.02,0.0,0.0,0.0,0.03,2010
Cabela's Big Game Hunter: Ultimate Challenge,PlayStation,Sports,2001,Activision Value,0.12,0.08,0.0,0.01,0.21,2000
Cabela's Dangerous Hunts,PlayStation,Sports,2003,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,2000
Cabela's Dangerous Hunts,Xbox,Sports,2003,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,2000
Cabela's Dangerous Hunts 2,Nintendo,Sports,2005,Activision,0.03,0.01,0.0,0.0,0.03,2000
Cabela's Dangerous Hunts 2,PlayStation,Sports,2005,Activision,0.19,0.15,0.0,0.05,0.39,2000
Cabela's Dangerous Hunts 2,Xbox,Sports,2005,Activision,0.08,0.02,0.0,0.0,0.11,2000
Cabela's Dangerous Hunts 2009,PlayStation,Sports,2008,Activision Value,0.09,0.07,0.0,0.02,0.18,2000
Cabela's Dangerous Hunts 2009,PlayStation,Sports,2008,Activision Value,0.12,0.0,0.0,0.01,0.13,2000
Cabela's Dangerous Hunts 2009,Nintendo,Sports,2008,Activision Value,0.36,0.0,0.0,0.03,0.38,2000
Cabela's Dangerous Hunts 2009,Xbox,Sports,2008,Activision,0.12,0.0,0.0,0.01,0.13,2000
Cabela's Dangerous Hunts 2011,Nintendo,Sports,2010,Activision,0.12,0.0,0.0,0.01,0.13,2010
Cabela's Dangerous Hunts 2011,PlayStation,Sports,2010,Activision,0.26,0.04,0.0,0.03,0.33,2010
Cabela's Dangerous Hunts 2011,Nintendo,Sports,2010,Activision,0.53,0.02,0.0,0.04,0.58,2010
Cabela's Dangerous Hunts 2011,Xbox,Sports,2010,Activision,0.28,0.01,0.0,0.02,0.32,2010
Cabela's Dangerous Hunts: Ultimate Challenge,PlayStation,Sports,2006,Activision Value,0.06,0.0,0.0,0.0,0.06,2000
Cabela's Deer Hunt 2005 Season,PlayStation,Sports,2004,Activision,0.18,0.14,0.0,0.05,0.37,2000
Cabela's Deer Hunt 2005 Season,Xbox,Sports,2004,Activision,0.09,0.02,0.0,0.0,0.11,2000
Cabela's Deer Hunt: 2004 Season,PlayStation,Sports,2003,Activision Value,0.37,0.29,0.0,0.1,0.76,2000
Cabela's Deer Hunt: 2004 Season,Xbox,Sports,2003,Activision Value,0.16,0.05,0.0,0.01,0.21,2000
Cabela's Legendary Adventures,PlayStation,Sports,2008,Activision,0.21,0.16,0.0,0.05,0.42,2000
Cabela's Legendary Adventures,PlayStation,Sports,2008,Activision,0.16,0.0,0.0,0.01,0.17,2000
Cabela's Legendary Adventures,Nintendo,Sports,2008,Activision,0.17,0.0,0.0,0.01,0.18,2000
Cabela's Monster Buck Hunter,Nintendo,Sports,2010,Activision,0.58,0.0,0.0,0.03,0.61,2010
Cabela's North American Adventures,PlayStation,Sports,2010,Activision,0.04,0.03,0.0,0.01,0.08,2010
Cabela's North American Adventures,PlayStation,Sports,2010,Activision,0.11,0.0,0.0,0.01,0.11,2010
Cabela's North American Adventures,PlayStation,Sports,2010,Activision,0.08,0.0,0.0,0.01,0.09,2010
Cabela's North American Adventures,Nintendo,Sports,2010,Activision,0.19,0.0,0.0,0.01,0.2,2010
Cabela's North American Adventures,Xbox,Sports,2010,Activision,0.1,0.0,0.0,0.01,0.11,2010
Cabela's Outdoor Adventures,Nintendo,Sports,2005,Activision,0.03,0.01,0.0,0.0,0.03,2000
Cabela's Outdoor Adventures,Xbox,Sports,2005,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1,2000
Cabela's Outdoor Adventures (2006),PlayStation,Sports,2005,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.35,2000
Cabela's Outdoor Adventures (2009),PlayStation,Sports,2009,Activision Value,0.07,0.05,0.0,0.02,0.14,2000
Cabela's Outdoor Adventures (2009),PlayStation,Sports,2009,Activision Value,0.21,0.0,0.0,0.02,0.23,2000
Cabela's Outdoor Adventures (2009),Nintendo,Sports,2009,Activision Value,0.29,0.0,0.0,0.02,0.31,2000
Cabela's Outdoor Adventures (2009),Xbox,Sports,2009,Activision Value,0.23,0.0,0.0,0.02,0.24,2000
Cabela's Survival: Shadows of Katmai,PlayStation,Sports,2011,Activision,0.11,0.05,0.0,0.03,0.19,2010
Cabela's Survival: Shadows of Katmai,Nintendo,Sports,2011,Activision,0.15,0.05,0.0,0.02,0.21,2010
Cabela's Survival: Shadows of Katmai,Xbox,Sports,2011,Activision,0.14,0.03,0.0,0.01,0.19,2010
Cabela's Trophy Bucks,PlayStation,Sports,2007,Activision Value,0.13,0.11,0.0,0.04,0.27,2000
Cabela's Trophy Bucks,Nintendo,Sports,2008,Activision Value,0.06,0.0,0.0,0.0,0.06,2000
Cabela's Trophy Bucks,Xbox,Sports,2007,Activision Value,0.04,0.0,0.0,0.0,0.05,2000
Caesar III,PC,Strategy,1998,Vivendi Games,0.0,0.03,0.0,0.01,0.04,1990
Caesar IV,PC,Strategy,2006,Vivendi Games,0.0,0.03,0.0,0.01,0.04,2000
Caesars Palace 2000: Millennium Gold Edition,PlayStation,Misc,2000,Interplay,0.43,0.29,0.0,0.05,0.77,2000
Caesars Palace Advance: Millennium Gold Edition,Nintendo,Misc,2001,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07,2000
Caesars Palace II,PlayStation,Misc,1998,Interplay,0.14,0.09,0.0,0.02,0.25,1990
Cake Mania,Nintendo,Puzzle,2007,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,2000
Cake Mania 2: Jill's Next Adventure!,Nintendo,Puzzle,2008,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,2000
Cake Mania 3,Nintendo,Simulation,2009,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,2000
Cake Mania: Baker's Challenge,PlayStation,Puzzle,2008,Destineer,0.01,0.01,0.0,0.0,0.03,2000
Cake Mania: Baker's Challenge,PlayStation,Puzzle,2008,Destineer,0.03,0.0,0.0,0.0,0.03,2000
Cake Mania: In The Mix!,Nintendo,Puzzle,2008,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,2000
Cake Mania: Main Street,Nintendo,Simulation,2011,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09,2010
Caladrius,Xbox,Shooter,2013,Moss,0.0,0.0,0.01,0.0,0.01,2010
Calcio Bit,Nintendo,Sports,2006,Nintendo,0.0,0.0,0.03,0.0,0.03,2000
California Speed,Nintendo,Misc,1999,Midway Games,0.13,0.03,0.0,0.0,0.16,1990
Caligula,PlayStation,Role-Playing,2016,FuRyu,0.0,0.0,0.05,0.0,0.05,2010
Call Of Duty 2: Big Red One,Nintendo,Shooter,2005,Activision,0.25,0.07,0.0,0.01,0.33,2000
Call Of Duty 2: Big Red One,PlayStation,Shooter,2005,Activision,1.48,0.92,0.01,0.26,2.67,2000
Call Of Duty 2: Big Red One,Xbox,Shooter,2005,Activision,0.66,0.4,0.0,0.05,1.12,2000
Call of Cthulhu: Dark Corners of the Earth,Xbox,Adventure,2005,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,2000
Call of Duty 2,PC,Shooter,2005,Activision,0.0,0.05,0.0,0.01,0.06,2000
Call of Duty 2,Xbox,Shooter,2005,Activision,1.81,0.05,0.01,0.15,2.02,2000
Call of Duty 3,PlayStation,Shooter,2006,Activision,0.89,0.03,0.0,0.15,1.07,2000
Call of Duty 3,PlayStation,Shooter,2006,Activision,0.6,0.63,0.03,0.26,1.52,2000
Call of Duty 3,Xbox,Shooter,2006,Activision,1.49,0.93,0.02,0.27,2.71,2000
Call of Duty 4: Modern Warfare,Nintendo,Shooter,2007,Activision,0.96,0.02,0.01,0.08,1.06,2000
Call of Duty 4: Modern Warfare,PC,Shooter,2007,Activision,0.0,1.12,0.0,0.03,1.15,2000
Call of Duty 4: Modern Warfare,PlayStation,Shooter,2007,Activision,3.1,2.3,0.28,1.04,6.72,2000
Call of Duty 4: Modern Warfare,Xbox,Shooter,2007,Activision,5.91,2.38,0.13,0.9,9.32,2000
Call of Duty Black Ops: Declassified,PlayStation,Action,2012,Activision,0.8,0.52,0.07,0.3,1.69,2010
Call of Duty: Advanced Warfare,PC,Shooter,2014,Activision,0.14,0.23,0.0,0.04,0.41,2010
Call of Duty: Advanced Warfare,PlayStation,Shooter,2014,Activision,1.54,1.94,0.19,0.77,4.45,2010
Call of Duty: Advanced Warfare,PlayStation,Shooter,2014,Activision,2.8,3.3,0.14,1.37,7.6,2010
Call of Duty: Advanced Warfare,Xbox,Shooter,2014,Activision,2.75,1.18,0.0,0.37,4.31,2010
Call of Duty: Advanced Warfare,Xbox,Shooter,2014,Activision,3.21,1.53,0.01,0.38,5.13,2010
Call of Duty: Black Ops,Nintendo,Shooter,2010,Activision,0.54,0.05,0.0,0.04,0.63,2010
Call of Duty: Black Ops,PlayStation,Shooter,2010,Activision,5.98,4.44,0.48,1.83,12.73,2010
Call of Duty: Black Ops,Nintendo,Shooter,2010,Activision,0.82,0.47,0.0,0.12,1.4,2010
Call of Duty: Black Ops,Xbox,Shooter,2010,Activision,9.67,3.73,0.11,1.13,14.64,2010
Call of Duty: Black Ops 3,PC,Shooter,2015,Activision,0.0,0.22,0.0,0.01,0.23,2010
Call of Duty: Black Ops 3,PlayStation,Shooter,2015,Activision,0.49,0.96,0.07,0.27,1.79,2010
Call of Duty: Black Ops 3,PlayStation,Shooter,2015,Activision,5.77,5.81,0.35,2.31,14.24,2010
Call of Duty: Black Ops 3,Xbox,Shooter,2015,Activision,1.11,0.48,0.0,0.16,1.76,2010
Call of Duty: Black Ops 3,Xbox,Shooter,2015,Activision,4.52,2.09,0.01,0.67,7.3,2010
Call of Duty: Black Ops II,PC,Shooter,2012,Activision,0.63,0.69,0.0,0.21,1.53,2010
Call of Duty: Black Ops II,PlayStation,Shooter,2012,Activision,4.99,5.88,0.65,2.52,14.03,2010
Call of Duty: Black Ops II,Nintendo,Shooter,2012,Activision,0.21,0.18,0.0,0.03,0.43,2010
Call of Duty: Black Ops II,Xbox,Shooter,2012,Activision,8.25,4.3,0.07,1.12,13.73,2010
Call of Duty: Finest Hour,Nintendo,Shooter,2004,Activision,0.31,0.08,0.0,0.01,0.4,2000
Call of Duty: Finest Hour,PlayStation,Shooter,2004,Activision,1.51,1.12,0.01,0.24,2.89,2000
Call of Duty: Finest Hour,Xbox,Shooter,2004,Activision,0.78,0.4,0.0,0.04,1.21,2000
Call of Duty: Ghosts,PC,Shooter,2013,Activision,0.23,0.41,0.0,0.09,0.73,2010
Call of Duty: Ghosts,PlayStation,Shooter,2013,Activision,4.09,3.73,0.38,1.38,9.59,2010
Call of Duty: Ghosts,PlayStation,Shooter,2013,Activision,1.78,1.42,0.05,0.38,3.63,2010
Call of Duty: Ghosts,Nintendo,Shooter,2013,Activision,0.23,0.09,0.01,0.03,0.36,2010
Call of Duty: Ghosts,Xbox,Shooter,2013,Activision,6.72,2.63,0.04,0.82,10.21,2010
Call of Duty: Ghosts,Xbox,Shooter,2013,Activision,1.87,0.77,0.0,0.22,2.86,2010
Call of Duty: Modern Warfare 2,PC,Shooter,2009,Activision,0.01,0.79,0.0,0.09,0.89,2000
Call of Duty: Modern Warfare 2,PlayStation,Shooter,2009,Activision,4.99,3.69,0.38,1.63,10.69,2000
Call of Duty: Modern Warfare 2,Xbox,Shooter,2009,Activision,8.52,3.63,0.08,1.29,13.51,2000
Call of Duty: Modern Warfare 3,PC,Shooter,2011,Activision,0.41,0.98,0.0,0.33,1.72,2010
Call of Duty: Modern Warfare 3,PlayStation,Shooter,2011,Activision,5.54,5.82,0.49,1.62,13.46,2010
Call of Duty: Modern Warfare 3,Nintendo,Shooter,2011,Activision,0.6,0.21,0.0,0.08,0.89,2010
Call of Duty: Modern Warfare 3,Xbox,Shooter,2011,Activision,9.03,4.28,0.13,1.32,14.76,2010
Call of Duty: Modern Warfare 3: Defiance,Nintendo,Shooter,2011,Activision,0.21,0.07,0.0,0.02,0.3,2010
Call of Duty: Modern Warfare Trilogy,PlayStation,Shooter,2016,Activision,0.0,0.01,0.0,0.0,0.02,2010
Call of Duty: Modern Warfare Trilogy,Xbox,Shooter,2016,Activision,0.01,0.01,0.0,0.0,0.02,2010
Call of Duty: Modern Warfare: Mobilized,Nintendo,Shooter,2009,Activision,0.37,0.02,0.0,0.03,0.43,2000
Call of Duty: Modern Warfare: Reflex Edition,Nintendo,Shooter,2009,Activision,0.95,0.43,0.0,0.14,1.53,2000
Call of Duty: Roads to Victory,PlayStation,Shooter,2007,Activision,0.52,1.03,0.0,0.59,2.14,2000
Call of Duty: The War Collection,Xbox,Shooter,2010,Activision,0.05,0.0,0.0,0.0,0.06,2010
Call of Duty: World at War,Nintendo,Shooter,2008,Activision,0.57,0.26,0.0,0.08,0.91,2000
Call of Duty: World at War,PC,Shooter,2008,Activision,0.02,0.13,0.0,0.03,0.19,2000
Call of Duty: World at War,PlayStation,Shooter,2008,Activision,2.72,1.87,0.0,0.84,5.43,2000
Call of Duty: World at War,Nintendo,Shooter,2008,Activision,1.2,0.59,0.0,0.19,1.97,2000
Call of Duty: World at War,Xbox,Shooter,2008,Activision,4.79,1.9,0.0,0.69,7.37,2000
Call of Duty: World at War Final Fronts,PlayStation,Shooter,2008,Activision,0.61,0.18,0.0,0.94,1.72,2000
Call of Juarez,PC,Shooter,2006,Ubisoft,0.0,0.01,0.0,0.0,0.01,2000
Call of Juarez,Xbox,Shooter,2007,Ubisoft,0.14,0.02,0.0,0.01,0.19,2000
Call of Juarez: Bound in Blood,PC,Shooter,2009,Ubisoft,0.0,0.03,0.0,0.01,0.03,2000
Call of Juarez: Bound in Blood,PlayStation,Shooter,2009,Ubisoft,0.35,0.38,0.01,0.16,0.89,2000
Call of Juarez: Bound in Blood,Xbox,Shooter,2009,Ubisoft,0.3,0.24,0.0,0.06,0.61,2000
Call of Juarez: The Cartel,PC,Shooter,2011,Ubisoft,0.05,0.05,0.0,0.01,0.11,2010
Call of Juarez: The Cartel,PlayStation,Shooter,2011,Ubisoft,0.12,0.13,0.0,0.05,0.3,2010
Call of Juarez: The Cartel,Xbox,Shooter,2011,Ubisoft,0.14,0.11,0.0,0.03,0.27,2010
Calling,Nintendo,Adventure,2009,Konami Digital Entertainment,0.07,0.04,0.0,0.01,0.12,2000
Calvin Tucker's Redneck Jamboree,Nintendo,Misc,2008,Zoo Games,0.29,0.0,0.0,0.02,0.31,2000
Camp Rock: The Final Jam,Nintendo,Misc,2010,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.18,2010
Camping Mama: Outdoor Adventures,Nintendo,Simulation,2011,505 Games,0.13,0.06,0.0,0.02,0.2,2010
Canada Hunt,Nintendo,Sports,2010,Virtual Play Games,0.02,0.0,0.0,0.0,0.02,2010
Candace Kane's Candy Factory,Nintendo,Action,2008,Destineer,0.04,0.0,0.0,0.0,0.04,2000
Candace Kane's Candy Factory,Nintendo,Action,2008,Destineer,0.14,0.0,0.0,0.01,0.15,2000
CandyLand / Chutes & Ladders / Memory,Nintendo,Misc,2005,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2,2000
Canimal Triple,PlayStation,Misc,2014,Warner Bros. Interactive Entertainment,0.0,0.02,0.0,0.0,0.02,2010
Canvas 2,PlayStation,Adventure,2006,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2000
Capcom Classics Collection,PlayStation,Misc,2005,Capcom,0.22,0.17,0.05,0.06,0.51,2000
Capcom Classics Collection,Xbox,Misc,2005,Capcom,0.11,0.03,0.0,0.01,0.15,2000
Capcom Classics Collection Reloaded,PlayStation,Misc,2006,Capcom,0.26,0.0,0.03,0.03,0.33,2000
Capcom Classics Collection Remixed,PlayStation,Misc,2006,Capcom,0.27,0.0,0.0,0.03,0.3,2000
Capcom Digital Collection,Xbox,Action,2012,Capcom,0.02,0.01,0.0,0.0,0.03,2010
Capcom Fighting Evolution,PlayStation,Fighting,2004,Capcom,0.1,0.08,0.0,0.03,0.2,2000
Capcom Fighting Evolution,Xbox,Fighting,2005,Capcom,0.03,0.01,0.0,0.0,0.04,2000
Capcom vs. SNK,Other,Fighting,2000,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,2000
Capcom vs. SNK 2 EO,Nintendo,Fighting,2002,Capcom,0.09,0.02,0.0,0.0,0.11,2000
Capcom vs. SNK 2 EO,Xbox,Fighting,2003,Capcom,0.08,0.02,0.0,0.0,0.1,2000
Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation,Fighting,2001,Capcom,0.22,0.17,0.3,0.06,0.75,2000
Capcom vs. SNK 2: Millionaire Fighting 2001,Other,Fighting,2001,Capcom,0.0,0.0,0.12,0.0,0.12,2000
Capcom vs. SNK: Millennium Fight 2000 Pro,Other,Fighting,2001,Capcom,0.0,0.0,0.05,0.0,0.05,2000
Capcom's Soccer Shootout,Nintendo,Sports,1993,Nintendo,0.0,0.0,0.8,0.0,0.8,1990
Captain America: Super Soldier,Nintendo,Action,2011,Sega,0.05,0.02,0.0,0.01,0.08,2010
Captain America: Super Soldier,PlayStation,Action,2011,Sega,0.1,0.07,0.0,0.03,0.2,2010
Captain America: Super Soldier,Xbox,Action,2011,Sega,0.11,0.05,0.0,0.01,0.18,2010
Captain Morgane and the Golden Turtle,Nintendo,Adventure,2012,Reef Entertainment,0.0,0.03,0.0,0.0,0.03,2010
Captain Morgane and the Golden Turtle,PC,Adventure,2012,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,2010
Captain Morgane and the Golden Turtle,PlayStation,Adventure,2012,Reef Entertainment,0.0,0.02,0.0,0.01,0.03,2010
Captain Morgane and the Golden Turtle,Nintendo,Adventure,2012,Reef Entertainment,0.0,0.01,0.0,0.0,0.01,2010
Captain Rainbow,Nintendo,Adventure,2008,Nintendo,0.0,0.0,0.01,0.0,0.01,2000
Captain Toad: Treasure Tracker,Nintendo,Puzzle,2014,Nintendo,0.56,0.36,0.19,0.09,1.19,2010
Captain Tsubasa,PlayStation,Sports,2006,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,2000
Captain Tsubasa J: The Way to World Youth,Nintendo,Sports,1995,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,1990
Captain Tsubasa: Aratanaru Densetsu Joshou,PlayStation,Sports,2002,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,2000
Captain Tsubasa: New Kick Off,Nintendo,Sports,2010,Konami Digital Entertainment,0.0,0.02,0.06,0.0,0.08,2010
Car Battler Joe,Nintendo,Role-Playing,2001,Victor Interactive,0.01,0.01,0.0,0.0,0.02,2000
Card Fight!! Vanguard G: Stride to Victory!!,Nintendo,Misc,2016,FuRyu,0.0,0.0,0.04,0.0,0.04,2010
Card Games,PlayStation,Misc,2000,D3Publisher,0.04,0.03,0.0,0.0,0.07,2000
Cardfight!! Vanguard: Lock On Victory!!,Nintendo,Misc,2014,FuRyu,0.0,0.0,0.07,0.0,0.07,2010
Cardfight!! Vanguard: Ride to Victory,Nintendo,Misc,2013,FuRyu,0.0,0.0,0.09,0.0,0.09,2010
Cardinal Syn,PlayStation,Fighting,1998,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,1990
Care Bears - Care Quest,Nintendo,Action,2005,Game Factory,0.02,0.01,0.0,0.0,0.03,2000
Carmageddon 64,Nintendo,Action,1999,Virgin Interactive,0.01,0.0,0.0,0.0,0.01,1990
Carmageddon: Max Damage,Xbox,Action,2016,Stainless Games,0.01,0.01,0.0,0.0,0.01,2010
Carmen Sandiego: The Secret of the Stolen Drums,Nintendo,Action,2004,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,2000
Carmen Sandiego: The Secret of the Stolen Drums,PlayStation,Action,2004,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06,2000
Carmen Sandiego: The Secret of the Stolen Drums,Xbox,Action,2004,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02,2000
Carnage Heart,PlayStation,Strategy,1995,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,1990
Carnage Heart EXA,PlayStation,Strategy,2010,ArtDink,0.0,0.0,0.02,0.0,0.02,2010
Carnival,Other,Shooter,1981,Coleco,0.32,0.02,0.0,0.0,0.34,1980
Carnival Games,Nintendo,Misc,2008,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05,2000
Carnival Games,Nintendo,Misc,2007,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,2000
Carnival Games: Mini Golf,Nintendo,Sports,2008,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58,2000
"Carnival Games: Monkey See, Monkey Do!",Xbox,Misc,2011,Take-Two Interactive,0.14,0.16,0.0,0.03,0.33,2010
Carnival Games: Wild West 3D,Nintendo,Misc,2011,Take-Two Interactive,0.06,0.02,0.0,0.01,0.09,2010
Carnival Island,PlayStation,Misc,2011,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,2010
Carol Vorderman's Sudoku,PlayStation,Puzzle,2006,Xplosiv,0.0,0.23,0.0,0.05,0.28,2000
